Transaction_ID,Part_ID,Vendor_ID,Transaction_Type,Quantity,Purchase_Order_Date,Promised_Date,Transaction_Date,Out_Reason
T04821,P018,V034,IN,3,02-11-2023,14-11-2023,13-11-2023,
T04822,P097,V041,IN,23,19-06-2024,07-07-2024,06-07-2024,
T04823,P028,V018,OUT,21,,,01-01-2025,Routine Check
T04824,P084,V041,OUT,12,,,29-01-2025,Replacement
T04825,P088,V034,OUT,31,,,28-08-2024,Maintenance
T04826,P002,V012,IN,95,07-04-2024,05-05-2024,03-05-2024,
T04827,P021,V020,IN,85,12-07-2024,28-07-2024,26-07-2024,
T04828,P012,V038,IN,20,24-09-2023,06-10-2023,06-10-2023,
T04829,P071,V012,IN,35,26-10-2023,18-11-2023,16-11-2023,
T04830,P079,V016,IN,49,16-12-2023,10-01-2024,11-01-2024,
T04831,P097,V059,IN,38,12-07-2024,24-07-2024,24-07-2024,
T04832,P046,V003,OUT,23,,,07-12-2024,Repair
T04833,P065,V017,OUT,48,,,11-09-2024,Maintenance
T04834,P048,V051,OUT,50,,,29-08-2024,Replacement
T04835,P112,V016,IN,52,04-11-2023,01-12-2023,29-11-2023,
T04836,P046,V008,IN,92,23-07-2024,15-08-2024,14-08-2024,
T04837,P048,V034,IN,36,23-04-2024,20-05-2024,20-05-2024,
T04838,P030,V009,IN,55,28-08-2023,03-09-2023,02-09-2023,
T04839,P075,V019,OUT,5,,,29-10-2024,Repair
T04840,P040,V038,OUT,36,,,08-07-2025,Emergency
T04841,P096,V009,IN,7,12-01-2024,25-01-2024,23-01-2024,
T04842,P022,V012,OUT,26,,,15-02-2025,Routine Check
T04843,P050,V001,IN,54,05-08-2024,22-08-2024,21-08-2024,
T04844,P025,V012,OUT,22,,,29-05-2025,Emergency
T04845,P118,V038,IN,95,11-03-2024,04-04-2024,13-04-2024,
T04846,P042,V014,IN,97,20-02-2024,13-03-2024,20-03-2024,
T04847,P064,V046,OUT,29,,,09-04-2025,Routine Check
T04848,P118,V024,IN,100,29-06-2024,17-07-2024,17-07-2024,
T04849,P068,V017,IN,23,06-03-2024,12-03-2024,11-03-2024,
T04850,P042,V007,IN,26,13-07-2024,06-08-2024,10-08-2024,
T04851,P017,V010,IN,52,20-01-2024,25-01-2024,25-01-2024,
T04852,P007,V020,OUT,42,,,23-06-2025,Emergency
T04853,P108,V010,OUT,39,,,18-01-2025,Maintenance
T04854,P084,V048,OUT,42,,,09-08-2025,Repair
T04855,P037,V056,IN,94,11-02-2024,05-03-2024,04-03-2024,
T04856,P027,V002,IN,67,29-05-2024,28-06-2024,04-07-2024,
T04857,P082,V058,IN,70,03-04-2024,23-04-2024,21-04-2024,
T04858,P042,V042,OUT,43,,,11-12-2024,Emergency
T04859,P096,V011,OUT,43,,,27-09-2024,Repair
T04860,P002,V059,OUT,21,,,08-05-2025,Routine Check
T04861,P067,V004,IN,24,05-09-2023,17-09-2023,17-09-2023,
T04862,P120,V037,IN,63,10-10-2023,28-10-2023,28-10-2023,
T04863,P116,V036,OUT,40,,,04-02-2025,Emergency
T04864,P073,V059,IN,100,29-02-2024,22-03-2024,23-03-2024,
T04865,P069,V026,OUT,8,,,10-12-2024,Maintenance
T04866,P085,V031,IN,47,23-08-2023,04-09-2023,04-09-2023,
T04867,P053,V040,OUT,26,,,21-08-2024,Maintenance
T04868,P043,V037,OUT,31,,,27-05-2025,Repair
T04869,P109,V055,OUT,0,,,10-08-2025,Replacement
T04870,P040,V051,IN,63,10-06-2024,23-06-2024,23-06-2024,
T04871,P010,V015,OUT,42,,,25-06-2025,Repair
T04872,P080,V043,OUT,20,,,21-01-2025,Emergency
T04873,P007,V001,IN,64,01-12-2023,21-12-2023,24-12-2023,
T04874,P045,V032,IN,8,29-01-2024,10-02-2024,08-02-2024,
T04875,P019,V003,IN,89,29-07-2024,13-08-2024,23-08-2024,
T04876,P026,V038,IN,67,23-11-2023,13-12-2023,12-12-2023,
T04877,P039,V013,IN,94,18-01-2024,28-01-2024,02-02-2024,
T04878,P058,V055,OUT,18,,,15-08-2025,Routine Check
T04879,P035,V050,IN,64,30-01-2024,17-02-2024,15-02-2024,
T04880,P017,V056,OUT,50,,,25-10-2024,Repair
T04881,P119,V005,OUT,0,,,17-01-2025,Emergency
T04882,P010,V021,OUT,50,,,15-01-2025,Routine Check
T04883,P061,V051,IN,81,07-10-2023,13-10-2023,22-10-2023,
T04884,P062,V006,OUT,44,,,07-04-2025,Repair
T04885,P069,V056,IN,76,19-10-2023,04-11-2023,03-11-2023,
T04886,P033,V013,OUT,2,,,05-10-2024,Routine Check
T04887,P102,V036,IN,46,25-09-2023,16-10-2023,15-10-2023,
T04888,P095,V047,IN,13,05-07-2024,20-07-2024,28-07-2024,
T04889,P092,V018,OUT,40,,,05-06-2025,Emergency
T04890,P078,V016,OUT,43,,,12-02-2025,Maintenance
T04891,P083,V004,OUT,31,,,24-09-2024,Emergency
T04892,P037,V004,IN,2,24-11-2023,17-12-2023,17-12-2023,
T04893,P115,V021,OUT,20,,,05-09-2024,Maintenance
T04894,P098,V002,OUT,16,,,12-01-2025,Routine Check
T04895,P011,V012,IN,70,15-01-2024,20-01-2024,30-01-2024,
T04896,P099,V026,OUT,10,,,27-12-2024,Maintenance
T04897,P048,V033,IN,70,21-03-2024,12-04-2024,11-04-2024,
T04898,P057,V043,IN,69,26-01-2024,17-02-2024,16-02-2024,
T04899,P078,V011,OUT,45,,,26-12-2024,Replacement
T04900,P049,V058,IN,37,16-12-2023,12-01-2024,22-01-2024,
T04901,P027,V056,IN,93,11-02-2024,23-02-2024,22-02-2024,
T04902,P008,V013,IN,25,13-05-2024,06-06-2024,11-06-2024,
T04903,P003,V055,OUT,32,,,11-06-2025,Routine Check
T04904,P099,V049,IN,56,05-09-2023,25-09-2023,23-09-2023,
T04905,P077,V003,OUT,11,,,28-05-2025,Maintenance
T04906,P090,V039,IN,79,13-12-2023,20-12-2023,18-12-2023,
T04907,P029,V056,OUT,5,,,10-08-2025,Maintenance
T04908,P110,V044,IN,19,10-05-2024,09-06-2024,09-06-2024,
T04909,P069,V022,IN,36,23-08-2023,14-09-2023,14-09-2023,
T04910,P103,V011,OUT,26,,,23-06-2025,Repair
T04911,P016,V043,IN,15,11-02-2024,06-03-2024,06-03-2024,
T04912,P103,V030,OUT,44,,,08-07-2025,Repair
T04913,P041,V002,IN,29,02-06-2024,26-06-2024,27-06-2024,
T04914,P035,V031,OUT,23,,,12-04-2025,Replacement
T04915,P093,V031,OUT,45,,,02-08-2025,Maintenance
T04916,P082,V059,IN,26,06-04-2024,13-04-2024,15-04-2024,
T04917,P096,V025,OUT,5,,,03-01-2025,Routine Check
T04918,P032,V047,OUT,37,,,26-04-2025,Replacement
T04919,P102,V057,OUT,31,,,28-03-2025,Emergency
T04920,P112,V009,OUT,26,,,26-10-2024,Repair
T04921,P090,V021,IN,98,23-07-2024,15-08-2024,15-08-2024,
T04922,P002,V015,OUT,9,,,05-10-2024,Emergency
T04923,P069,V048,IN,39,15-07-2024,20-07-2024,19-07-2024,
T04924,P028,V001,OUT,25,,,06-07-2025,Routine Check
T04925,P043,V004,OUT,3,,,18-05-2025,Emergency
T04926,P051,V003,IN,51,08-02-2024,20-02-2024,21-02-2024,
T04927,P017,V003,OUT,47,,,29-01-2025,Routine Check
T04928,P082,V042,IN,55,26-02-2024,10-03-2024,20-03-2024,
T04929,P111,V001,IN,28,10-01-2024,02-02-2024,02-02-2024,
T04930,P104,V004,IN,95,31-05-2024,12-06-2024,15-06-2024,
T04931,P003,V009,OUT,39,,,20-01-2025,Replacement
T04932,P089,V011,OUT,13,,,12-01-2025,Emergency
T04933,P060,V037,OUT,45,,,14-10-2024,Routine Check
T04934,P110,V015,OUT,7,,,08-01-2025,Routine Check
T04935,P006,V026,IN,7,15-11-2023,09-12-2023,16-12-2023,
T04936,P111,V009,IN,60,15-03-2024,31-03-2024,08-04-2024,
T04937,P042,V043,OUT,16,,,26-03-2025,Replacement
T04938,P041,V003,IN,37,27-11-2023,25-12-2023,04-01-2024,
T04939,P037,V045,OUT,21,,,12-04-2025,Repair
T04940,P072,V008,IN,3,29-03-2024,23-04-2024,02-05-2024,
T04941,P081,V023,OUT,22,,,27-08-2024,Routine Check
T04942,P114,V019,IN,37,05-07-2024,03-08-2024,02-08-2024,
T04943,P022,V056,IN,77,11-04-2024,11-05-2024,14-05-2024,
T04944,P079,V032,IN,64,10-01-2024,16-01-2024,15-01-2024,
T04945,P031,V001,OUT,26,,,07-02-2025,Maintenance
T04946,P018,V054,OUT,20,,,07-05-2025,Routine Check
T04947,P058,V002,OUT,1,,,15-03-2025,Replacement
T04948,P082,V056,OUT,10,,,20-12-2024,Emergency
T04949,P017,V002,OUT,13,,,10-02-2025,Replacement
T04950,P065,V024,IN,47,10-05-2024,15-05-2024,15-05-2024,
T04951,P057,V005,IN,30,26-06-2024,22-07-2024,24-07-2024,
T04952,P104,V032,OUT,6,,,28-05-2025,Replacement
T04953,P045,V004,OUT,34,,,12-12-2024,Emergency
T04954,P017,V024,IN,23,22-10-2023,04-11-2023,04-11-2023,
T04955,P042,V038,IN,40,26-07-2024,14-08-2024,14-08-2024,
T04956,P094,V017,OUT,48,,,19-03-2025,Replacement
T04957,P088,V007,IN,41,18-03-2024,14-04-2024,22-04-2024,
T04958,P093,V021,IN,59,22-10-2023,30-10-2023,28-10-2023,
T04959,P083,V049,IN,68,17-10-2023,11-11-2023,10-11-2023,
T04960,P120,V048,OUT,19,,,01-01-2025,Emergency
T04961,P043,V028,IN,50,14-02-2024,22-02-2024,22-02-2024,
T04962,P078,V046,OUT,32,,,10-12-2024,Replacement
T04963,P071,V026,OUT,0,,,28-04-2025,Replacement
T04964,P099,V004,OUT,12,,,22-08-2024,Repair
T04965,P061,V055,OUT,47,,,06-10-2024,Maintenance
T04966,P110,V016,OUT,0,,,08-06-2025,Maintenance
T04967,P004,V011,IN,78,18-12-2023,03-01-2024,03-01-2024,
T04968,P109,V013,IN,19,20-02-2024,18-03-2024,26-03-2024,
T04969,P088,V051,IN,18,10-05-2024,21-05-2024,20-05-2024,
T04970,P006,V017,OUT,12,,,19-10-2024,Routine Check
T04971,P031,V021,IN,98,19-07-2024,29-07-2024,06-08-2024,
T04972,P111,V040,OUT,38,,,07-01-2025,Repair
T04973,P057,V011,OUT,30,,,03-03-2025,Repair
T04974,P093,V015,IN,69,17-12-2023,01-01-2024,02-01-2024,
T04975,P088,V016,IN,24,03-11-2023,08-11-2023,13-11-2023,
T04976,P055,V005,IN,79,19-07-2024,30-07-2024,30-07-2024,
T04977,P018,V019,OUT,14,,,17-06-2025,Replacement
T04978,P010,V043,OUT,39,,,12-06-2025,Routine Check
T04979,P078,V057,IN,2,27-04-2024,27-05-2024,02-06-2024,
T04980,P011,V056,OUT,21,,,03-05-2025,Replacement
T04981,P115,V009,OUT,25,,,11-07-2025,Maintenance
T04982,P056,V021,OUT,36,,,05-01-2025,Routine Check
T04983,P071,V013,IN,29,24-12-2023,01-01-2024,30-12-2023,
T04984,P037,V051,OUT,16,,,24-10-2024,Repair
T04985,P100,V012,IN,98,14-11-2023,02-12-2023,05-12-2023,
T04986,P058,V032,IN,60,17-07-2024,05-08-2024,05-08-2024,
T04987,P093,V057,OUT,32,,,04-01-2025,Maintenance
T04988,P119,V026,OUT,19,,,20-10-2024,Emergency
T04989,P103,V060,IN,57,12-07-2024,17-07-2024,16-07-2024,
T04990,P049,V016,IN,5,26-12-2023,10-01-2024,13-01-2024,
T04991,P081,V009,OUT,18,,,14-03-2025,Maintenance
T04992,P061,V041,IN,91,27-01-2024,10-02-2024,10-02-2024,
T04993,P003,V018,OUT,43,,,16-07-2025,Emergency
T04994,P098,V051,OUT,23,,,15-05-2025,Routine Check
T04995,P059,V028,IN,54,06-07-2024,15-07-2024,15-07-2024,
T04996,P021,V054,OUT,1,,,11-09-2024,Maintenance
T04997,P052,V046,IN,25,11-12-2023,10-01-2024,09-01-2024,
T04998,P102,V057,OUT,17,,,27-06-2025,Emergency
T04999,P074,V019,IN,58,18-07-2024,31-07-2024,30-07-2024,
T05000,P067,V007,IN,28,07-06-2024,30-06-2024,10-07-2024,
T05001,P074,V048,OUT,35,,,27-11-2024,Replacement
T05002,P077,V017,IN,91,12-09-2023,03-10-2023,01-10-2023,
T05003,P041,V053,OUT,1,,,08-10-2024,Replacement
T05004,P106,V010,IN,54,05-09-2023,04-10-2023,09-10-2023,
T05005,P017,V009,IN,96,05-10-2023,17-10-2023,22-10-2023,
T05006,P017,V007,OUT,6,,,26-01-2025,Repair
T05007,P111,V043,IN,14,10-09-2023,25-09-2023,23-09-2023,
T05008,P033,V015,OUT,1,,,02-03-2025,Maintenance
T05009,P088,V012,IN,58,03-11-2023,21-11-2023,24-11-2023,
T05010,P025,V059,IN,76,07-09-2023,28-09-2023,03-10-2023,
T05011,P023,V020,OUT,41,,,15-01-2025,Repair
T05012,P092,V026,OUT,30,,,07-03-2025,Routine Check
T05013,P109,V005,OUT,33,,,20-05-2025,Routine Check
T05014,P017,V059,IN,27,19-04-2024,08-05-2024,17-05-2024,
T05015,P043,V004,OUT,42,,,06-10-2024,Routine Check
T05016,P050,V005,OUT,33,,,15-03-2025,Maintenance
T05017,P010,V045,OUT,47,,,27-02-2025,Repair
T05018,P083,V037,OUT,24,,,05-05-2025,Emergency
T05019,P096,V030,OUT,37,,,18-05-2025,Routine Check
T05020,P004,V026,OUT,48,,,08-06-2025,Replacement
T05021,P057,V044,OUT,40,,,15-05-2025,Replacement
T05022,P114,V013,OUT,43,,,27-02-2025,Routine Check
T05023,P110,V001,IN,80,25-12-2023,13-01-2024,12-01-2024,
T05024,P108,V004,IN,70,10-01-2024,16-01-2024,19-01-2024,
T05025,P050,V006,OUT,26,,,17-07-2025,Repair
T05026,P054,V007,IN,42,02-05-2024,18-05-2024,26-05-2024,
T05027,P043,V018,OUT,32,,,04-04-2025,Routine Check
T05028,P042,V021,OUT,48,,,27-06-2025,Replacement
T05029,P013,V023,OUT,11,,,27-10-2024,Replacement
T05030,P036,V028,OUT,0,,,16-03-2025,Maintenance
T05031,P068,V025,IN,58,04-10-2023,19-10-2023,18-10-2023,
T05032,P088,V019,IN,8,17-07-2024,02-08-2024,01-08-2024,
T05033,P042,V017,OUT,7,,,06-04-2025,Repair
T05034,P033,V058,IN,39,24-01-2024,06-02-2024,04-02-2024,
T05035,P038,V060,OUT,0,,,31-12-2024,Repair
T05036,P068,V013,IN,53,23-01-2024,14-02-2024,15-02-2024,
T05037,P041,V054,IN,61,29-01-2024,04-02-2024,03-02-2024,
T05038,P053,V016,IN,25,07-03-2024,13-03-2024,18-03-2024,
T05039,P118,V010,OUT,14,,,26-12-2024,Routine Check
T05040,P023,V004,OUT,3,,,16-05-2025,Replacement
T05041,P079,V035,IN,95,04-07-2024,26-07-2024,24-07-2024,
T05042,P009,V048,OUT,14,,,17-07-2025,Replacement
T05043,P099,V038,IN,56,08-04-2024,03-05-2024,01-05-2024,
T05044,P063,V039,OUT,37,,,02-02-2025,Emergency
T05045,P035,V054,IN,44,20-06-2024,29-06-2024,29-06-2024,
T05046,P050,V024,IN,79,05-11-2023,18-11-2023,17-11-2023,
T05047,P006,V059,OUT,30,,,10-03-2025,Repair
T05048,P099,V049,OUT,24,,,27-10-2024,Emergency
T05049,P002,V033,OUT,37,,,08-12-2024,Replacement
T05050,P082,V041,OUT,14,,,26-05-2025,Routine Check
T05051,P003,V044,OUT,22,,,02-09-2024,Routine Check
T05052,P085,V009,IN,56,22-06-2024,27-06-2024,25-06-2024,
T05053,P019,V018,OUT,42,,,15-09-2024,Maintenance
T05054,P046,V006,IN,68,19-06-2024,13-07-2024,16-07-2024,
T05055,P036,V034,OUT,39,,,27-10-2024,Maintenance
T05056,P109,V013,OUT,20,,,24-07-2025,Repair
T05057,P013,V015,IN,73,26-10-2023,23-11-2023,22-11-2023,
T05058,P069,V019,OUT,28,,,29-01-2025,Emergency
T05059,P047,V040,OUT,7,,,28-10-2024,Replacement
T05060,P116,V033,IN,55,25-02-2024,24-03-2024,22-03-2024,
T05061,P001,V013,IN,65,13-02-2024,05-03-2024,08-03-2024,
T05062,P083,V051,OUT,33,,,05-08-2025,Emergency
T05063,P074,V007,OUT,27,,,15-05-2025,Repair
T05064,P099,V042,IN,29,29-07-2024,08-08-2024,15-08-2024,
T05065,P083,V048,IN,47,28-12-2023,25-01-2024,23-01-2024,
T05066,P059,V011,OUT,27,,,08-03-2025,Emergency
T05067,P067,V060,OUT,13,,,12-03-2025,Maintenance
T05068,P090,V013,OUT,0,,,21-09-2024,Emergency
T05069,P108,V012,OUT,38,,,12-07-2025,Repair
T05070,P012,V024,IN,68,08-10-2023,07-11-2023,15-11-2023,
T05071,P100,V019,IN,19,08-04-2024,25-04-2024,01-05-2024,
T05072,P080,V027,OUT,35,,,13-11-2024,Routine Check
T05073,P054,V060,IN,20,05-02-2024,17-02-2024,15-02-2024,
T05074,P084,V015,IN,61,12-05-2024,20-05-2024,18-05-2024,
T05075,P114,V010,IN,22,26-07-2024,07-08-2024,05-08-2024,
T05076,P091,V003,IN,98,10-03-2024,28-03-2024,27-03-2024,
T05077,P086,V004,OUT,35,,,11-04-2025,Replacement
T05078,P075,V029,OUT,21,,,11-12-2024,Replacement
T05079,P102,V041,IN,57,12-05-2024,30-05-2024,29-05-2024,
T05080,P068,V038,IN,10,06-01-2024,28-01-2024,26-01-2024,
T05081,P058,V054,IN,96,25-03-2024,05-04-2024,05-04-2024,
T05082,P009,V038,OUT,21,,,12-01-2025,Emergency
T05083,P075,V036,IN,39,23-08-2023,08-09-2023,06-09-2023,
T05084,P052,V011,OUT,35,,,25-07-2025,Repair
T05085,P066,V036,OUT,28,,,26-02-2025,Emergency
T05086,P003,V034,IN,20,11-06-2024,16-06-2024,15-06-2024,
T05087,P031,V010,IN,76,21-01-2024,07-02-2024,10-02-2024,
T05088,P081,V060,IN,86,27-02-2024,22-03-2024,21-03-2024,
T05089,P113,V036,IN,70,23-09-2023,01-10-2023,29-09-2023,
T05090,P084,V055,OUT,49,,,26-02-2025,Maintenance
T05091,P104,V053,IN,4,30-01-2024,24-02-2024,24-02-2024,
T05092,P092,V025,OUT,49,,,16-11-2024,Routine Check
T05093,P016,V056,IN,7,27-03-2024,15-04-2024,19-04-2024,
T05094,P019,V050,OUT,38,,,15-06-2025,Routine Check
T05095,P071,V025,IN,78,29-03-2024,10-04-2024,08-04-2024,
T05096,P039,V043,OUT,39,,,31-03-2025,Emergency
T05097,P092,V016,IN,41,22-08-2023,28-08-2023,27-08-2023,
T05098,P079,V033,OUT,26,,,16-04-2025,Routine Check
T05099,P044,V013,IN,46,09-12-2023,05-01-2024,04-01-2024,
T05100,P095,V016,OUT,6,,,01-07-2025,Repair
T05101,P042,V007,IN,43,02-06-2024,17-06-2024,23-06-2024,
T05102,P116,V044,OUT,2,,,17-05-2025,Replacement
T05103,P012,V042,IN,68,03-11-2023,23-11-2023,21-11-2023,
T05104,P036,V034,IN,91,16-07-2024,29-07-2024,28-07-2024,
T05105,P069,V033,OUT,13,,,11-04-2025,Maintenance
T05106,P009,V020,IN,40,20-04-2024,10-05-2024,12-05-2024,
T05107,P030,V060,IN,83,18-01-2024,17-02-2024,17-02-2024,
T05108,P069,V026,IN,57,22-10-2023,30-10-2023,29-10-2023,
T05109,P005,V048,IN,75,05-06-2024,30-06-2024,29-06-2024,
T05110,P007,V035,OUT,9,,,10-06-2025,Repair
T05111,P100,V052,OUT,40,,,16-06-2025,Replacement
T05112,P066,V028,OUT,19,,,07-11-2024,Replacement
T05113,P074,V031,OUT,19,,,10-06-2025,Maintenance
T05114,P099,V053,IN,55,20-08-2024,17-09-2024,16-09-2024,
T05115,P056,V005,IN,28,30-08-2023,08-09-2023,16-09-2023,
T05116,P064,V049,IN,65,27-01-2024,22-02-2024,22-02-2024,
T05117,P064,V038,OUT,23,,,07-08-2025,Emergency
T05118,P117,V039,IN,91,13-10-2023,08-11-2023,07-11-2023,
T05119,P066,V007,IN,51,13-02-2024,06-03-2024,10-03-2024,
T05120,P073,V009,IN,12,12-02-2024,27-02-2024,03-03-2024,
T05121,P030,V053,IN,30,21-10-2023,31-10-2023,30-10-2023,
T05122,P071,V005,OUT,22,,,19-12-2024,Replacement
T05123,P056,V038,IN,50,04-03-2024,09-03-2024,13-03-2024,
T05124,P102,V019,OUT,25,,,02-08-2025,Emergency
T05125,P023,V025,OUT,47,,,24-05-2025,Maintenance
T05126,P081,V048,OUT,37,,,10-02-2025,Replacement
T05127,P011,V042,OUT,40,,,08-12-2024,Emergency
T05128,P120,V048,OUT,39,,,01-10-2024,Maintenance
T05129,P057,V005,OUT,0,,,18-03-2025,Replacement
T05130,P115,V011,IN,22,14-07-2024,21-07-2024,23-07-2024,
T05131,P071,V037,OUT,5,,,11-12-2024,Replacement
T05132,P101,V015,IN,98,20-04-2024,04-05-2024,12-05-2024,
T05133,P114,V045,OUT,4,,,18-04-2025,Routine Check
T05134,P072,V053,OUT,13,,,27-12-2024,Emergency
T05135,P004,V019,OUT,47,,,03-05-2025,Repair
T05136,P052,V035,IN,37,22-10-2023,17-11-2023,17-11-2023,
T05137,P120,V050,IN,4,19-12-2023,18-01-2024,16-01-2024,
T05138,P096,V060,OUT,2,,,10-06-2025,Routine Check
T05139,P105,V046,OUT,12,,,26-08-2024,Maintenance
T05140,P049,V027,IN,58,27-03-2024,15-04-2024,13-04-2024,
T05141,P053,V027,OUT,28,,,12-02-2025,Maintenance
T05142,P041,V009,IN,96,04-06-2024,21-06-2024,26-06-2024,
T05143,P118,V052,IN,5,02-06-2024,11-06-2024,11-06-2024,
T05144,P090,V044,IN,29,21-07-2024,03-08-2024,01-08-2024,
T05145,P116,V005,IN,27,19-05-2024,16-06-2024,15-06-2024,
T05146,P054,V058,IN,63,09-04-2024,25-04-2024,26-04-2024,
T05147,P111,V031,IN,58,06-06-2024,30-06-2024,30-06-2024,
T05148,P105,V018,OUT,26,,,12-06-2025,Maintenance
T05149,P004,V019,OUT,39,,,16-12-2024,Repair
T05150,P100,V016,IN,45,02-08-2024,09-08-2024,08-08-2024,
T05151,P113,V028,OUT,20,,,01-11-2024,Repair
T05152,P007,V053,OUT,7,,,22-11-2024,Routine Check
T05153,P063,V016,OUT,48,,,23-12-2024,Repair
T05154,P009,V014,OUT,36,,,23-10-2024,Routine Check
T05155,P116,V048,OUT,41,,,04-06-2025,Emergency
T05156,P075,V023,OUT,49,,,13-08-2025,Repair
T05157,P088,V032,IN,57,12-05-2024,29-05-2024,03-06-2024,
T05158,P078,V020,IN,6,06-11-2023,11-11-2023,09-11-2023,
T05159,P023,V001,OUT,48,,,28-09-2024,Replacement
T05160,P094,V005,OUT,46,,,13-06-2025,Repair
T05161,P037,V050,OUT,44,,,08-08-2025,Replacement
T05162,P019,V031,OUT,12,,,11-10-2024,Routine Check
T05163,P001,V037,IN,39,14-02-2024,05-03-2024,05-03-2024,
T05164,P119,V017,IN,47,27-04-2024,10-05-2024,08-05-2024,
T05165,P088,V024,IN,62,29-10-2023,12-11-2023,12-11-2023,
T05166,P012,V023,IN,15,29-08-2023,11-09-2023,21-09-2023,
T05167,P067,V034,OUT,30,,,07-01-2025,Routine Check
T05168,P009,V014,OUT,9,,,18-08-2025,Maintenance
T05169,P075,V001,OUT,21,,,10-07-2025,Replacement
T05170,P064,V029,IN,84,11-11-2023,29-11-2023,27-11-2023,
T05171,P090,V004,IN,68,16-01-2024,15-02-2024,15-02-2024,
T05172,P093,V007,IN,90,18-07-2024,09-08-2024,13-08-2024,
T05173,P027,V020,IN,75,13-05-2024,20-05-2024,20-05-2024,
T05174,P056,V015,OUT,31,,,12-11-2024,Routine Check
T05175,P081,V011,OUT,7,,,09-05-2025,Maintenance
T05176,P071,V052,OUT,5,,,11-01-2025,Routine Check
T05177,P006,V007,OUT,39,,,15-10-2024,Emergency
T05178,P039,V028,OUT,8,,,01-07-2025,Replacement
T05179,P007,V054,OUT,26,,,29-12-2024,Routine Check
T05180,P111,V010,IN,55,11-01-2024,03-02-2024,07-02-2024,
T05181,P034,V024,IN,23,09-05-2024,05-06-2024,06-06-2024,
T05182,P007,V003,OUT,12,,,01-08-2025,Repair
T05183,P065,V012,IN,56,13-01-2024,28-01-2024,03-02-2024,
T05184,P042,V044,IN,18,14-06-2024,24-06-2024,24-06-2024,
T05185,P101,V019,IN,20,23-07-2024,28-07-2024,27-07-2024,
T05186,P041,V007,IN,10,01-03-2024,14-03-2024,12-03-2024,
T05187,P013,V002,IN,52,08-09-2023,26-09-2023,30-09-2023,
T05188,P018,V009,IN,18,17-12-2023,30-12-2023,29-12-2023,
T05189,P076,V056,IN,17,04-06-2024,14-06-2024,15-06-2024,
T05190,P018,V025,OUT,42,,,20-07-2025,Maintenance
T05191,P095,V043,IN,79,15-06-2024,14-07-2024,14-07-2024,
T05192,P027,V049,IN,33,03-12-2023,25-12-2023,25-12-2023,
T05193,P030,V013,IN,83,11-04-2024,21-04-2024,19-04-2024,
T05194,P102,V008,OUT,14,,,30-11-2024,Repair
T05195,P077,V047,IN,33,12-04-2024,27-04-2024,26-04-2024,
T05196,P017,V022,OUT,14,,,17-03-2025,Replacement
T05197,P052,V033,IN,39,29-05-2024,27-06-2024,07-07-2024,
T05198,P102,V028,OUT,0,,,27-06-2025,Repair
T05199,P066,V038,OUT,28,,,20-04-2025,Emergency
T05200,P023,V018,IN,96,20-05-2024,26-05-2024,05-06-2024,
T05201,P056,V016,OUT,48,,,16-08-2025,Emergency
T05202,P116,V041,OUT,16,,,17-01-2025,Replacement
T05203,P080,V012,OUT,30,,,19-12-2024,Repair
T05204,P107,V026,OUT,50,,,11-08-2025,Maintenance
T05205,P023,V045,OUT,25,,,16-05-2025,Emergency
T05206,P043,V053,OUT,36,,,03-02-2025,Maintenance
T05207,P098,V032,OUT,25,,,02-06-2025,Repair
T05208,P032,V051,OUT,41,,,14-09-2024,Routine Check
T05209,P118,V040,IN,54,25-06-2024,13-07-2024,12-07-2024,
T05210,P048,V051,OUT,14,,,17-10-2024,Repair
T05211,P075,V055,OUT,45,,,04-10-2024,Replacement
T05212,P113,V019,IN,57,27-05-2024,25-06-2024,30-06-2024,
T05213,P093,V028,OUT,20,,,17-02-2025,Repair
T05214,P072,V014,OUT,37,,,29-03-2025,Emergency
T05215,P082,V049,IN,99,11-08-2024,03-09-2024,02-09-2024,
T05216,P038,V010,IN,26,22-04-2024,19-05-2024,26-05-2024,
T05217,P076,V060,OUT,10,,,18-02-2025,Replacement
T05218,P061,V022,IN,11,25-01-2024,04-02-2024,11-02-2024,
T05219,P081,V048,IN,71,14-09-2023,26-09-2023,26-09-2023,
T05220,P071,V027,OUT,21,,,20-07-2025,Routine Check
T05221,P086,V016,OUT,37,,,29-05-2025,Maintenance
T05222,P013,V051,OUT,25,,,30-08-2024,Routine Check
T05223,P073,V019,IN,61,17-01-2024,09-02-2024,19-02-2024,
T05224,P013,V027,IN,46,24-04-2024,06-05-2024,15-05-2024,
T05225,P051,V007,IN,66,02-09-2023,27-09-2023,26-09-2023,
T05226,P032,V002,IN,3,07-12-2023,27-12-2023,04-01-2024,
T05227,P008,V025,IN,61,12-02-2024,10-03-2024,10-03-2024,
T05228,P069,V018,IN,79,04-11-2023,22-11-2023,01-12-2023,
T05229,P115,V036,IN,18,29-01-2024,15-02-2024,13-02-2024,
T05230,P017,V008,IN,16,18-01-2024,01-02-2024,01-02-2024,
T05231,P099,V051,OUT,28,,,03-11-2024,Emergency
T05232,P083,V021,IN,36,11-01-2024,20-01-2024,23-01-2024,
T05233,P090,V054,OUT,19,,,22-02-2025,Replacement
T05234,P118,V014,OUT,12,,,29-03-2025,Routine Check
T05235,P018,V030,IN,96,27-03-2024,19-04-2024,29-04-2024,
